item	label	code	codeLabel
http://www.wikidata.org/entity/Q24269	Encamp	AD-03	pt
http://www.wikidata.org/entity/Q24269	Encamp	AD-03	ro
http://www.wikidata.org/entity/Q24269	Энкамп	AD-03	ru
http://www.wikidata.org/entity/Q24269	එන්කාම්ප්	AD-03	si
http://www.wikidata.org/entity/Q24269	Encamp	AD-03	sk
http://www.wikidata.org/entity/Q24269	Encamp	AD-03	sl
http://www.wikidata.org/entity/Q24269	Encamp	AD-03	sq
http://www.wikidata.org/entity/Q24269	Енкамп	AD-03	sr
http://www.wikidata.org/entity/Q24269	Encamp	AD-03	sv
http://www.wikidata.org/entity/Q24269	ஏகாம்ப்	AD-03	ta
http://www.wikidata.org/entity/Q24269	ఎన్క్యాంప్	AD-03	te
http://www.wikidata.org/entity/Q24269	เขตอังกัม	AD-03	th
http://www.wikidata.org/entity/Q24269	Encamp	AD-03	tr
http://www.wikidata.org/entity/Q24269	Енкамп	AD-03	uk
http://www.wikidata.org/entity/Q24269	انکامپ	AD-03	ur
http://www.wikidata.org/entity/Q24269	Encamp	AD-03	vi
http://www.wikidata.org/entity/Q24269	恩坎普	AD-03	zh
http://www.wikidata.org/entity/Q24276	لامسانا	AD-04	ar
http://www.wikidata.org/entity/Q24276	Ла Масана	AD-04	bg
http://www.wikidata.org/entity/Q24276	লা মাসসানা	AD-04	bn
http://www.wikidata.org/entity/Q24276	la Massana	AD-04	ca
http://www.wikidata.org/entity/Q24276	La Massana	AD-04	ceb
http://www.wikidata.org/entity/Q24276	La Massana	AD-04	cs
http://www.wikidata.org/entity/Q24276	La Massana	AD-04	da
http://www.wikidata.org/entity/Q24276	La Massana	AD-04	de
http://www.wikidata.org/entity/Q24276	Λα Μασάνα	AD-04	el
http://www.wikidata.org/entity/Q24276	La Massana	AD-04	en
http://www.wikidata.org/entity/Q24276	La Masana	AD-04	es
http://www.wikidata.org/entity/Q24276	La Massana	AD-04	eu
http://www.wikidata.org/entity/Q24276	لا ماسانا	AD-04	fa
http://www.wikidata.org/entity/Q24276	La Massana	AD-04	fi
http://www.wikidata.org/entity/Q24276	La Massana	AD-04	fr
http://www.wikidata.org/entity/Q24276	La Massana	AD-04	gl
http://www.wikidata.org/entity/Q24276	લા માસાના	AD-04	gu
http://www.wikidata.org/entity/Q24276	לה מסנה	AD-04	he
http://www.wikidata.org/entity/Q24276	ला मसाना पल्ली	AD-04	hi
http://www.wikidata.org/entity/Q24276	La Massana közösség	AD-04	hu
http://www.wikidata.org/entity/Q24276	Լա Մասսանա	AD-04	hy
http://www.wikidata.org/entity/Q24276	La Massana	AD-04	id
http://www.wikidata.org/entity/Q24276	parrocchia di La Massana	AD-04	it
http://www.wikidata.org/entity/Q24276	ラ・マサナ教区	AD-04	ja
http://www.wikidata.org/entity/Q24276	ლა-მასანა	AD-04	ka
http://www.wikidata.org/entity/Q24276	ಲಾ ಮಸಾನಾ	AD-04	kn
http://www.wikidata.org/entity/Q24276	라마사나	AD-04	ko
http://www.wikidata.org/entity/Q24276	La Masana	AD-04	lt
http://www.wikidata.org/entity/Q24276	Lamasana	AD-04	lv
http://www.wikidata.org/entity/Q24276	Ла Масана	AD-04	mk
http://www.wikidata.org/entity/Q24276	ला मसनाना	AD-04	mr
http://www.wikidata.org/entity/Q24276	La Massana	AD-04	ms
http://www.wikidata.org/entity/Q24276	La Massana	AD-04	nl
http://www.wikidata.org/entity/Q24276	La Massana	AD-04	pl
http://www.wikidata.org/entity/Q24276	La Massana	AD-04	pt
http://www.wikidata.org/entity/Q24276	La Massana	AD-04	ro
http://www.wikidata.org/entity/Q24276	Ла-Масана	AD-04	ru
http://www.wikidata.org/entity/Q24276	ලා මස්සනා	AD-04	si
http://www.wikidata.org/entity/Q24276	La Massana	AD-04	sk
http://www.wikidata.org/entity/Q24276	La Massana	AD-04	sq
http://www.wikidata.org/entity/Q24276	Ла Масана	AD-04	sr
http://www.wikidata.org/entity/Q24276	La Massana	AD-04	sv
http://www.wikidata.org/entity/Q24276	லா மஸ்ஸனா	AD-04	ta
http://www.wikidata.org/entity/Q24276	లా మసానా	AD-04	te
http://www.wikidata.org/entity/Q24276	เขตลามาซานา	AD-04	th
http://www.wikidata.org/entity/Q24276	La Massana	AD-04	tr
http://www.wikidata.org/entity/Q24276	Ла-Массана	AD-04	uk
http://www.wikidata.org/entity/Q24276	لا ماسانا	AD-04	ur
http://www.wikidata.org/entity/Q24276	La Massana	AD-04	vi
http://www.wikidata.org/entity/Q24276	马萨纳	AD-04	zh
http://www.wikidata.org/entity/Q24272	أوردينو	AD-05	ar
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	az
http://www.wikidata.org/entity/Q24272	Ордино	AD-05	bg
http://www.wikidata.org/entity/Q24272	অর্ডিনো	AD-05	bn
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	ca
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	ceb
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	cs
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	da
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	de
http://www.wikidata.org/entity/Q24272	Ορντίνο	AD-05	el
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	en
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	es
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	eu
http://www.wikidata.org/entity/Q24272	اوردینو	AD-05	fa
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	fi
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	fr
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	gl
http://www.wikidata.org/entity/Q24272	ઓર્ડિનો	AD-05	gu
http://www.wikidata.org/entity/Q24272	אורדינו	AD-05	he
http://www.wikidata.org/entity/Q24272	ओर्दिनो पल्ली	AD-05	hi
http://www.wikidata.org/entity/Q24272	Ordino közösség	AD-05	hu
http://www.wikidata.org/entity/Q24272	Օրդինո	AD-05	hy
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	id
http://www.wikidata.org/entity/Q24272	parrocchia di Ordino	AD-05	it
http://www.wikidata.org/entity/Q24272	オルディノ教区	AD-05	ja
http://www.wikidata.org/entity/Q24272	ორდინო	AD-05	ka
http://www.wikidata.org/entity/Q24272	ಆರ್ಡಿನೋ	AD-05	kn
http://www.wikidata.org/entity/Q24272	우르디누	AD-05	ko
http://www.wikidata.org/entity/Q24272	Ordinas	AD-05	lt
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	lv
http://www.wikidata.org/entity/Q24272	Урдину	AD-05	mk
http://www.wikidata.org/entity/Q24272	ऑर्डिनो	AD-05	mr
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	ms
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	nl
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	pl
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	pt
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	ro
http://www.wikidata.org/entity/Q24272	Ордино	AD-05	ru
http://www.wikidata.org/entity/Q24272	ඔර්ඩිනෝ	AD-05	si
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	sk
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	sq
http://www.wikidata.org/entity/Q24272	Ордино	AD-05	sr
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	sv
http://www.wikidata.org/entity/Q24272	ஒர்டினோ	AD-05	ta
http://www.wikidata.org/entity/Q24272	ఆర్డినో	AD-05	te
http://www.wikidata.org/entity/Q24272	เขตอูร์ดินู	AD-05	th
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	tr
http://www.wikidata.org/entity/Q24272	Ордіно	AD-05	uk
http://www.wikidata.org/entity/Q24272	اوردینو	AD-05	ur
http://www.wikidata.org/entity/Q24272	Ordino	AD-05	vi
http://www.wikidata.org/entity/Q24272	奥尔迪诺	AD-05	zh
http://www.wikidata.org/entity/Q24282	سانت جوليا دي لوريا	AD-06	ar
http://www.wikidata.org/entity/Q24282	Сан Джулия де Лория	AD-06	bg
http://www.wikidata.org/entity/Q24282	সান্ট জুলিয়া ডে লোরিয়া	AD-06	bn
http://www.wikidata.org/entity/Q24282	Sant Julià de Lòria	AD-06	ca
http://www.wikidata.org/entity/Q24282	Sant Julià de Lòria	AD-06	ceb
http://www.wikidata.org/entity/Q24282	Sant Julià de Lòria	AD-06	cs
http://www.wikidata.org/entity/Q24282	Sant Julià de Lòria	AD-06	da
http://www.wikidata.org/entity/Q24282	Sant Julià de Lòria	AD-06	de
http://www.wikidata.org/entity/Q24282	Σαντ Ζουλιά ντε Λόρια	AD-06	el
http://www.wikidata.org/entity/Q24282	Sant Julià de Lòria	AD-06	en
http://www.wikidata.org/entity/Q24282	San Julián de Loria	AD-06	es
http://www.wikidata.org/entity/Q24282	Sant Julià de Lòria	AD-06	eu
http://www.wikidata.org/entity/Q24282	سنت حولیا ده لوریا	AD-06	fa
http://www.wikidata.org/entity/Q24282	Sant Julià de Lòria	AD-06	fi
http://www.wikidata.org/entity/Q24282	Sant Julià de Lòria	AD-06	fr
http://www.wikidata.org/entity/Q24282	Sant Julià de Lòria	AD-06	gl
http://www.wikidata.org/entity/Q24282	સેંત જુલિયા દે લોરીયા	AD-06	gu
http://www.wikidata.org/entity/Q24282	סן ג'וליה דה לוריה	AD-06	he
http://www.wikidata.org/entity/Q24282	संत जूलिया डी लोरिया पल्ली	AD-06	hi
http://www.wikidata.org/entity/Q24282	Sant Julià de Lòria közösség	AD-06	hu
http://www.wikidata.org/entity/Q24282	Սանթ Ժուլիա դե Լորիա	AD-06	hy
http://www.wikidata.org/entity/Q24282	Sant Julià de Lòria	AD-06	id
http://www.wikidata.org/entity/Q24282	Sant Julià de Lòria	AD-06	it
http://www.wikidata.org/entity/Q24282	サン・ジュリア・デ・ロリア教区	AD-06	ja
http://www.wikidata.org/entity/Q24282	სანტ-ჟულია-დე-ლორია	AD-06	ka
http://www.wikidata.org/entity/Q24282	ಸ್ಯಾಂಟ್ ಜೂಲಿಯಾ ಡೆ ಲೊರಿಯಾ	AD-06	kn
http://www.wikidata.org/entity/Q24282	산줄리아데로리아	AD-06	ko
http://www.wikidata.org/entity/Q24282	Sant Chulija de Lorija	AD-06	lt
http://www.wikidata.org/entity/Q24282	Santžulija de Lorija	AD-06	lv
http://www.wikidata.org/entity/Q24282	Сан Жулија да Лорија	AD-06	mk
http://www.wikidata.org/entity/Q24282	संत जुलिया दे लॉरीआ	AD-06	mr
http://www.wikidata.org/entity/Q24282	Sant Julia de Loria	AD-06	ms
http://www.wikidata.org/entity/Q24282	Sant Julià de Lòria	AD-06	nl
http://www.wikidata.org/entity/Q24282	Sant Julià de Lòria	AD-06	pl
http://www.wikidata.org/entity/Q24282	Sant Julià de Lòria	AD-06	pt
http://www.wikidata.org/entity/Q24282	Sant Julià de Lòria	AD-06	ro
http://www.wikidata.org/entity/Q24282	Сан-Джулия-де-Лория	AD-06	ru
http://www.wikidata.org/entity/Q24282	සැන්ට් ජුලිය ඩි ලෝරියා	AD-06	si
http://www.wikidata.org/entity/Q24282	Sant Julià de Lòria	AD-06	sk
http://www.wikidata.org/entity/Q24282	Sant Julià de Lòria	AD-06	sq
http://www.wikidata.org/entity/Q24282	Сент Ђулија де Лорија	AD-06	sr
http://www.wikidata.org/entity/Q24282	Sant Julià de Lòria	AD-06	sv
http://www.wikidata.org/entity/Q24282	சாண்ட் ஜூலியா டி லோரியா	AD-06	ta
http://www.wikidata.org/entity/Q24282	సంత్ జూలియా డి లోరియా	AD-06	te
http://www.wikidata.org/entity/Q24282	เขตซันฌูลิอาดาลอริอา	AD-06	th
http://www.wikidata.org/entity/Q24282	Sant Julià de Lòria	AD-06	tr
http://www.wikidata.org/entity/Q24282	Сант-Жулія-де-Лорія	AD-06	uk
http://www.wikidata.org/entity/Q24282	سانت جولیا در لوریا	AD-06	ur
http://www.wikidata.org/entity/Q24282	Sant Julià de Lòria	AD-06	vi
http://www.wikidata.org/entity/Q24282	圣胡利娅-德洛里亚	AD-06	zh
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	af
http://www.wikidata.org/entity/Q1863	አንዶራ ላ ቬላ	AD-07	am
http://www.wikidata.org/entity/Q2522163	أندورا لا فيلا	AD-07	ar
http://www.wikidata.org/entity/Q1863	أندورا لا فيلا	AD-07	ar
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	az
http://www.wikidata.org/entity/Q1863	Андора-ла-Велья	AD-07	be
http://www.wikidata.org/entity/Q1863	Андора ла Веля	AD-07	bg
http://www.wikidata.org/entity/Q1863	আন্দরা লা ভেলিয়া	AD-07	bn
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	bs
http://www.wikidata.org/entity/Q2522163	Andorra la Vella	AD-07	ca
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	ca
http://www.wikidata.org/entity/Q2522163	Andorra la Vella	AD-07	ceb
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	ceb
http://www.wikidata.org/entity/Q2522163	Andorra la Vella	AD-07	cs
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	cs
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	cy
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	da
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	de
http://www.wikidata.org/entity/Q2522163	Ανδόρρα λα Βέλια	AD-07	el
http://www.wikidata.org/entity/Q1863	Ανδόρρα λα Βέλια	AD-07	el
http://www.wikidata.org/entity/Q2522163	Andorra la Vella	AD-07	en
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	en
http://www.wikidata.org/entity/Q2522163	Parroquia de Andorra la Vella	AD-07	es
http://www.wikidata.org/entity/Q1863	Andorra la Vieja	AD-07	es
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	et
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	eu
http://www.wikidata.org/entity/Q1863	آندورا لاولا	AD-07	fa
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	fi
http://www.wikidata.org/entity/Q2522163	Andorre-la-Vieille	AD-07	fr
http://www.wikidata.org/entity/Q1863	Andorre-la-Vieille	AD-07	fr
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	ga
http://www.wikidata.org/entity/Q2522163	Andorra la Vella	AD-07	gl
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	gl
http://www.wikidata.org/entity/Q1863	એન્ડોરા લા વેલ્લા	AD-07	gu
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	ha
http://www.wikidata.org/entity/Q1863	אנדורה לה ולה	AD-07	he
http://www.wikidata.org/entity/Q1863	अण्डोरा ला वेला	AD-07	hi
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	hr
http://www.wikidata.org/entity/Q2522163	Andorra la Vella közösség	AD-07	hu
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	hu
http://www.wikidata.org/entity/Q1863	Անդորրա լա Վելյա	AD-07	hy
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	id
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	is
http://www.wikidata.org/entity/Q2522163	parrocchia di Andorra la Vella	AD-07	it
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	it
http://www.wikidata.org/entity/Q2522163	アンドラ・ラ・ベリャ教区	AD-07	ja
http://www.wikidata.org/entity/Q1863	アンドラ・ラ・ベリャ	AD-07	ja
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	jv
http://www.wikidata.org/entity/Q1863	ანდორა-ლა-ველა	AD-07	ka
http://www.wikidata.org/entity/Q1863	Андорра-ла-Велья	AD-07	kk
http://www.wikidata.org/entity/Q1863	ಅಂಡೋರಾ ಲಾ ವೆಲ್ಲಾ	AD-07	kn
http://www.wikidata.org/entity/Q2522163	안도라라벨랴	AD-07	ko
http://www.wikidata.org/entity/Q1863	안도라라벨랴	AD-07	ko
http://www.wikidata.org/entity/Q1863	Андорра-Ла-Вилья	AD-07	ky
http://www.wikidata.org/entity/Q1863	Andora	AD-07	lt
http://www.wikidata.org/entity/Q1863	Andora la Velja	AD-07	lv
http://www.wikidata.org/entity/Q1863	Андора ла Веља	AD-07	mk
http://www.wikidata.org/entity/Q1863	അൻഡോറ ല വെല്ല	AD-07	ml
http://www.wikidata.org/entity/Q1863	Андорра-ла-Велья	AD-07	mn
http://www.wikidata.org/entity/Q1863	अँडोरा ला व्हेल्या	AD-07	mr
http://www.wikidata.org/entity/Q2522163	Andorra la Vella	AD-07	ms
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	ms
http://www.wikidata.org/entity/Q1863	အင်ဒိုရာလာဗီလာမြို့	AD-07	my
http://www.wikidata.org/entity/Q2522163	Parochie Andorra la Vella	AD-07	nl
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	nl
http://www.wikidata.org/entity/Q1863	ਅੰਡੋਰਾ ਲਾ ਵੇਲਾ	AD-07	pa
http://www.wikidata.org/entity/Q1863	Andora	AD-07	pl
http://www.wikidata.org/entity/Q1863	آندورا لاولا	AD-07	ps
http://www.wikidata.org/entity/Q2522163	Andorra-a-Velha	AD-07	pt
http://www.wikidata.org/entity/Q1863	Andorra-a-Velha	AD-07	pt
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	ro
http://www.wikidata.org/entity/Q2522163	Андорра-ла-Велья	AD-07	ru
http://www.wikidata.org/entity/Q1863	Андорра-ла-Велья	AD-07	ru
http://www.wikidata.org/entity/Q1863	اينڊورا لا ويلا	AD-07	sd
http://www.wikidata.org/entity/Q1863	ඇන්ඩෝරා ලා වෙල්ලා	AD-07	si
http://www.wikidata.org/entity/Q1863	Andorra	AD-07	sk
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	sl
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	sq
http://www.wikidata.org/entity/Q1863	Андора ла Веља	AD-07	sr
http://www.wikidata.org/entity/Q2522163	Andorra la Vella	AD-07	sv
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	sv
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	sw
http://www.wikidata.org/entity/Q1863	அன்டோரா லா வெல்லா	AD-07	ta
http://www.wikidata.org/entity/Q1863	అండోరా లా వెలా	AD-07	te
http://www.wikidata.org/entity/Q2522163	เขตอันดอร์ราลาเวยา	AD-07	th
http://www.wikidata.org/entity/Q1863	อันดอร์ราลาเวยา	AD-07	th
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	tr
http://www.wikidata.org/entity/Q1863	Андорра-ла-Велья	AD-07	uk
http://www.wikidata.org/entity/Q1863	انڈورا لا ویلا	AD-07	ur
http://www.wikidata.org/entity/Q1863	Andorra-la-Velya	AD-07	uz
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	vi
http://www.wikidata.org/entity/Q1863	Andorra la Vella	AD-07	yo
http://www.wikidata.org/entity/Q1863	安道爾城	AD-07	yue
http://www.wikidata.org/entity/Q1863	安道尔城	AD-07	zh
http://www.wikidata.org/entity/Q1863	i-Andorra la Vella	AD-07	zu
http://www.wikidata.org/entity/Q24286	إسكالديس أنجوردني	AD-08	ar
http://www.wikidata.org/entity/Q24286	Eskaldes-Enqordan	AD-08	az
http://www.wikidata.org/entity/Q24286	Ескалдес-Енгордан	AD-08	bg
http://www.wikidata.org/entity/Q24286	এস্ক্যাল্ডেস-এঙ্গোরোদ	AD-08	bn
http://www.wikidata.org/entity/Q24286	Escaldes-Engordany	AD-08	ca
http://www.wikidata.org/entity/Q24286	Escaldes-Engordany	AD-08	ceb
http://www.wikidata.org/entity/Q24286	Escaldes-Engordany	AD-08	cs
http://www.wikidata.org/entity/Q24286	Escaldes-Engordany	AD-08	da
http://www.wikidata.org/entity/Q24286	Escaldes-Engordany	AD-08	de
http://www.wikidata.org/entity/Q24286	Εσκάλντες-Ενγκορντάνι	AD-08	el
http://www.wikidata.org/entity/Q24286	Escaldes-Engordany	AD-08	en
http://www.wikidata.org/entity/Q24286	Escaldes-Engordany	AD-08	es
http://www.wikidata.org/entity/Q24286	Escaldes-Engordany	AD-08	eu
http://www.wikidata.org/entity/Q24286	اسکالدز-انگوردانی	AD-08	fa
http://www.wikidata.org/entity/Q24286	Escaldes-Engordany	AD-08	fi
http://www.wikidata.org/entity/Q24286	Escaldes-Engordany	AD-08	fr
http://www.wikidata.org/entity/Q24286	Escaldes-Engordany	AD-08	gl
http://www.wikidata.org/entity/Q24286	એસ્કાલ્ડેસ-એન્ગ્રોર્ડની	AD-08	gu
http://www.wikidata.org/entity/Q24286	אסקלדס-אנגורדני	AD-08	he
http://www.wikidata.org/entity/Q24286	एस्कल्देस-एङोर्दन्य पल्ली	AD-08	hi
http://www.wikidata.org/entity/Q24286	Escaldes-Engordany közösség	AD-08	hu
http://www.wikidata.org/entity/Q24286	Էսքալդես-Էնդորգան	AD-08	hy
http://www.wikidata.org/entity/Q24286	Escaldes-Engordany	AD-08	id
http://www.wikidata.org/entity/Q24286	parrocchia di Escaldes-Engordany	AD-08	it
http://www.wikidata.org/entity/Q24286	エスカルデス＝エンゴルダニ教区	AD-08	ja
http://www.wikidata.org/entity/Q24286	ესკალდეს-ენგორდანი	AD-08	ka
http://www.wikidata.org/entity/Q24286	ಎಸ್ಕಾಲ್ಡೆಸ್-ಎಂಗಾರ್ಡಿನಿ	AD-08	kn
http://www.wikidata.org/entity/Q24286	에스칼데스엔고르단	AD-08	ko
http://www.wikidata.org/entity/Q24286	Eskaldesas-Engordanias	AD-08	lt
http://www.wikidata.org/entity/Q24286	Eskaldesa-Engordaņa	AD-08	lv
http://www.wikidata.org/entity/Q24286	Аскалдес-Ангурдањ	AD-08	mk
